จังหวัด,เขตเลือกตั้งที่,ลำดับคะแนน,ผู้ลงสมัคร สส.,พรรคที่สังกัด,คะแนนเสียง,คะแนนเสียง(ร้อยละ),ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,,Last Update:
กระบี่,1,1,นายกิตติ กิตติธรกุล,ภูมิใจไทย,47972,56.03747,92613,71.99282,85607,2599,4407,204,94.88372,FALSE,,2026-02-10
กระบี่,1,2,นายธนวัช ภูเก้าล้วน,ประชาชน,19641,22.94322,92613,71.99282,85607,2599,4407,204,94.88372,FALSE,,17:45:50
กระบี่,1,3,นายวศิน สิริเกียรติกุล,ประชาธิปัตย์,14591,17.04417,92613,71.99282,85607,2599,4407,204,94.88372,FALSE,,
กระบี่,1,4,นายสุวรรณ อินพรหม,เพื่อไทย,2214,2.58624,92613,71.99282,85607,2599,4407,204,94.88372,FALSE,,
กระบี่,1,5,นายพิทักษ์ ภารา,เศรษฐกิจ,815,0.95202,92613,71.99282,85607,2599,4407,204,94.88372,FALSE,,
กระบี่,1,6,นายพงไพร บุตรเลี่ยม,พลังประชารัฐ,374,0.43688,92613,71.99282,85607,2599,4407,204,94.88372,FALSE,,
กระบี่,2,1,นายถิรเดช ตั้งมั่นก่อกิจ,ภูมิใจไทย,39705,55.10986,78537,66.75421,72047,2435,4055,198,94.73684,FALSE,,
กระบี่,2,2,นายกฤตพร บุษย์เพชร,ประชาธิปัตย์,19674,27.30717,78537,66.75421,72047,2435,4055,198,94.73684,FALSE,,
กระบี่,2,3,นางสาวรัตนภรณ์ ณ นคร,ประชาชน,7437,10.32243,78537,66.75421,72047,2435,4055,198,94.73684,FALSE,,
กระบี่,2,4,นายยุทธนา อ่าวลึกน้อย,เพื่อไทย,2551,3.54074,78537,66.75421,72047,2435,4055,198,94.73684,FALSE,,
กระบี่,2,5,นายวิชากร บุญฤทธิ์,พลังประชารัฐ,1196,1.66003,78537,66.75421,72047,2435,4055,198,94.73684,FALSE,,
กระบี่,2,6,นายสีหเดช แสงจันทร์,เศรษฐกิจ,768,1.06597,78537,66.75421,72047,2435,4055,198,94.73684,FALSE,,
กระบี่,2,7,นายสมใจ นวลนุ่น,ไทยก้าวใหม่,716,0.9938,78537,66.75421,72047,2435,4055,198,94.73684,FALSE,,
กระบี่,3,1,นายกิตติชัย เอ่งฉ้วน,ภูมิใจไทย,45246,54.29021,89805,72.25731,83341,2749,3715,220,94.82759,FALSE,,
กระบี่,3,2,นายสุกิติ พรหมทอง,ประชาธิปัตย์,14920,17.90235,89805,72.25731,83341,2749,3715,220,94.82759,FALSE,,
กระบี่,3,3,นายศรัญญู รักมิตร,กล้าธรรม,11754,14.1035,89805,72.25731,83341,2749,3715,220,94.82759,FALSE,,
กระบี่,3,4,นายประเสริฐพงษ์ ศรนุวัตร์,ประชาชน,9182,11.01739,89805,72.25731,83341,2749,3715,220,94.82759,FALSE,,
กระบี่,3,5,นายกุศล วะเจดีย์,เพื่อไทย,1386,1.66305,89805,72.25731,83341,2749,3715,220,94.82759,FALSE,,
กระบี่,3,6,นายสรร ชัยภัทรธัญกร,เศรษฐกิจ,853,1.02351,89805,72.25731,83341,2749,3715,220,94.82759,FALSE,,
กรุงเทพมหานคร,1,1,นายปารเมศ วิทยารักษ์สรรค์,ประชาชน,32564,44.39294,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,2,นายพีรวุฒิ พิมพ์สมฤดี,ประชาธิปัตย์,14018,19.11007,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,3,นางสาวลลิดา เพริศวิวัฒนา,ภูมิใจไทย,13661,18.62339,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,4,นายญาณกิตติ์ ห่วงทรัพย์,เพื่อไทย,5761,7.8537,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,5,นายพลัฏฐ์ ศิริกุลพิสุทธิ์,รวมไทยสร้างชาติ,1983,2.70333,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,6,นายแทนคุณ จิตต์อิสระ,โอกาสใหม่,1076,1.46686,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,7,นายภัทรพล หมดมลทิน,ไทยภักดี,968,1.31963,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,8,พันตำรวจโทหญิงแสนสุข อุทยานินทร์,เศรษฐกิจ,938,1.27873,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,9,นายพิเชษฐ์ ไทยนิยม,ไทยสร้างไทย,601,0.81931,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,1,10,นายกานต์ กิตติอำพน,ไทยก้าวใหม่,472,0.64346,78449,60.14967,73354,1083,4012,227,94.97908,FALSE,,
กรุงเทพมหานคร,2,1,นายเสกสิทธิ์ แย้มสงวนศักดิ์,ประชาชน,37055,47.07609,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,2,นางสาวพัชรินทร์ ซำศิริพงษ์,ภูมิใจไทย,15002,19.05911,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,3,นายเจษฎา เลิศธนสาร,ประชาธิปัตย์,13620,17.30337,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,4,นายเดวิด มกรพงศ์,เพื่อไทย,5361,6.81082,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,5,นายวนัส ฮ้อแสงชัย,รวมไทยสร้างชาติ,1577,2.00348,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,6,นางกุลธิภัสร์ ธนวีรชุติวัฒน์,ไทยก้าวใหม่,1305,1.65792,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,7,นายกิตติธัช สาสนะ,เศรษฐกิจ,893,1.1345,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,8,นายกรณิศ บัวจันทร์,โอกาสใหม่,802,1.01889,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,9,นางอิสราพร นรินทร์,ไทยภักดี,761,0.9668,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,2,10,นางสาววิลาสินี แป๊ะสมัน,กล้าธรรม,618,0.78513,84672,62.0394,78713,1319,4640,220,94.82759,FALSE,,
กรุงเทพมหานคร,3,1,นายจรยุทธ จตุรพรประสิทธิ์,ประชาชน,32753,45.07025,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,2,นายอภิมุข ฉันทวานิช,ประชาธิปัตย์,18263,25.13107,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,3,นายสาโรช ต่อเทียนชัย,ภูมิใจไทย,9711,13.36296,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,4,นางสาวเพ็ญพิสุทธิ์ จินตโสภณ,เพื่อไทย,6336,8.71875,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,5,นายกันต์ณกฤต ยูนิพันธ์,รวมไทยสร้างชาติ,1361,1.87282,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,6,นายชูชาติ ชาญเชิงศิลปกุล,เศรษฐกิจ,1238,1.70357,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,7,นายสุกฤษฏิ์ชัย ธีระเริงฤทธิ์,ไทยก้าวใหม่,634,0.87243,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,8,นายปรีชา บุดดีจีน,ไทยสร้างไทย,537,0.73895,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,9,นายนรุตม์ชัย บุนนาค,กล้าธรรม,471,0.64813,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,3,10,นายณัฐฏ์ รุ่งเรือง,วิชชั่นใหม่,468,0.644,77999,63.63214,72671,1353,3975,206,94.93088,FALSE,,
กรุงเทพมหานคร,4,1,นายภัณฑิล น่วมเจิม,ประชาชน,30477,43.32935,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,2,นายพงศกร ขวัญเมือง,ประชาธิปัตย์,21776,30.95908,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,3,นายเขตรัฐ เหล่าธรรมทัศน์,ภูมิใจไทย,9741,13.84884,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,4,นางสาวบุณยกร ดำรงรัตน์,เพื่อไทย,3925,5.5802,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,5,นายสกลภัทร ประยูรรัตน์,รวมไทยสร้างชาติ,955,1.35773,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,6,นายบุญเกียรติ วิศาลโกศล,เศรษฐกิจ,767,1.09045,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,7,ว่าที่ร้อยตรีหญิงปภัสราวรรณ ม่วงไหม,กล้าธรรม,694,0.98666,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,8,นายชยพงศ์ สายฟ้า,ไทยก้าวใหม่,659,0.9369,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,9,นายรุจิระ อัคราพิริยพงศ์,ไทยสร้างไทย,372,0.52887,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,4,10,นายสรยุทธ ลิขิตอาภากุล,รักชาติ,333,0.47343,74760,57.75069,70338,1370,3052,187,94.92386,FALSE,,
กรุงเทพมหานคร,5,1,นายปิติกรณ์ บรรณเภสัช,ประชาชน,43394,50.06692,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,2,นายประเดิมชัย บุญช่วยเหลือ,ภูมิใจไทย,21113,24.35965,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,3,นายนนธนัตถ์ บุนนาค,ประชาธิปัตย์,9578,11.05086,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,4,นายขจรศักดิ์ ประดิษฐาน,เพื่อไทย,6098,7.03572,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,5,นางสาวสุภกฤตา ธงไชย,รวมไทยสร้างชาติ,1664,1.91988,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,6,นายศุข ศักดิ์ณรงค์เดช,กล้าธรรม,1008,1.16301,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,7,นายมานิตย์ ทองประชาญ,เศรษฐกิจ,952,1.09839,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,8,นายปณิธิ บวรวนิชยกูร,รักชาติ,540,0.62304,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,9,นายประสพ โกมลมาศ,ไทยก้าวใหม่,499,0.57573,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,5,10,นายปฎิวัติ ตรองจิตต์,ไทยสร้างไทย,493,0.56881,92193,68.79253,86672,1223,4298,206,94.93088,FALSE,,
กรุงเทพมหานคร,6,1,นายกัณตภณ ดวงอัมพร,ประชาชน,41394,46.02043,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,2,นางสาวศิริภา อินทวิเชียร,ประชาธิปัตย์,12395,13.78034,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,3,นายนรเสฏฐ์ เธียรประสิทธิ์,ภูมิใจไทย,11685,12.99098,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,4,นางสาวอรพินทร์ เพชรทัต,โอกาสใหม่,9900,11.00648,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,5,นายสหัสวรรษ วีระมงคลกุล,เพื่อไทย,6015,6.68727,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,6,นายชณทัต ปัทะมะภูวดล,รวมไทยสร้างชาติ,2357,2.62043,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,7,นายอัศวิน อัศวินวิจิตร,เศรษฐกิจ,1589,1.7666,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,8,นายอิง อิงคตานุวัฒน์,ไทยภักดี,1316,1.46308,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,9,พลตรีดนัย ดิษาภิรมย์,ไทยสร้างไทย,1243,1.38192,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,6,10,นายโชติพงศ์ สรรเสริญ,ไทยก้าวใหม่,741,0.82382,96139,67.16244,89947,1327,4865,209,95,TRUE,,
กรุงเทพมหานคร,7,1,นางสาวภัสริน รามวงศ์,ประชาชน,38574,47.92575,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,2,นางลลิตา ฤกษ์สำราญ,ภูมิใจไทย,11394,14.15632,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,3,นายชื่นชอบ คงอุดม,รวมไทยสร้างชาติ,10678,13.26674,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,4,นายพงศ์พล เตมีย์,ประชาธิปัตย์,7509,9.32946,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,5,นายพุฒิพงศ์ อินทรสุวรรณ,เพื่อไทย,5899,7.32913,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,6,พลโทมนัส แถบทอง,เศรษฐกิจ,1968,2.44512,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,7,ร้อยตำรวจเอกวัฒนรักษ์ อำนรรฆสรเดช,พลังประชารัฐ,1324,1.64499,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,8,นายศุภฤทธิ์ มั่นนทีรัย,กล้าธรรม,825,1.02501,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,9,นางสาวชลิดา สุวรรณโชติ,ไทยสร้างไทย,665,0.82622,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,7,10,นายเรวัตร คงชาติ,ไทยก้าวใหม่,566,0.70322,87360,63.17799,80487,1556,5317,201,94.81132,FALSE,,
กรุงเทพมหานคร,8,1,นายชยพล สท้อนดี,ประชาชน,39081,45.33916,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,2,นายสุรชาติ เทียนทอง,เพื่อไทย,14919,17.30803,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,3,นายฤกษ์อารี นานา,ภูมิใจไทย,13196,15.30912,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,4,นายระพีพัฒน์ สุเมธโชติเมธา,ประชาธิปัตย์,10205,11.83916,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,5,นางสาวอรัญญา มณีแจ่ม,รวมไทยสร้างชาติ,2077,2.4096,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,6,นายจักร์กวินทร์ ภู่สวาสดิ์,ไทยสร้างไทย,1350,1.56618,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,7,นายวิษณุ วราโชติเศรษฐ์,เศรษฐกิจ,1231,1.42812,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,8,นายอนุชาญ กวางทอง,พลังประชารัฐ,783,0.90838,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,9,นายพงศ์ฐิติ พงศ์ศิลามณี,ไทยภักดี,778,0.90258,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,8,10,นายชญาพัฒน์ โปร่งปรีชา,ไทยก้าวใหม่,732,0.84922,93179,64.67755,86197,1530,5452,193,94.60784,FALSE,,
กรุงเทพมหานคร,9,1,นายศุภณัฐ มีนชัยนันท์,ประชาชน,47108,51.96003,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,2,นางสาวณัฐวรินธร บวรภัควุฒิสิริ,ภูมิใจไทย,16267,17.94247,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,3,นางสาววิเวียน จุลมนต์,ประชาธิปัตย์,10691,11.79215,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,4,นายสายัณต์ จันทร์เหมือนเผือก,เพื่อไทย,9379,10.34502,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,5,นายวัทธิกร หรุ่นศิริ,รวมไทยสร้างชาติ,3150,3.47444,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,6,นางสาววรินทร์ลดา วงศ์ศรีรัฐ,ไทยสร้างไทย,873,0.96292,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,7,พันโทพีรพงศ์ บัวเทศ,รวมพลังประชาชน,632,0.69709,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,8,นางสาวพัชรวณัน เบ็ญจวิทย์วิไล,รักชาติ,583,0.64305,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,9,นายธราธพ ชาตรี,ไทยก้าวใหม่,553,0.60996,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,9,10,นายชัยวัฒน์ โพธิจันทร์,พลวัต,424,0.46767,97958,67.88684,90662,1523,5773,189,94.97487,FALSE,,
กรุงเทพมหานคร,10,1,นายเอกราช อุดมอำนวย,ประชาชน,37489,44.74482,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,2,นายภูมิพัฒน์ โหสกุล,เพื่อไทย,17889,21.35133,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,3,นางกนกนุช กลิ่นสังข์,โอกาสใหม่,8696,10.37907,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,4,นายรณกร เชียรวิชัย,ภูมิใจไทย,7276,8.68424,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,5,นายชัยพร แก้ววาตะ,ประชาธิปัตย์,5864,6.99895,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,6,นายภูพิพัฒน์ สาวพัฒนะธาดา,รวมไทยสร้างชาติ,1835,2.19016,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,7,นายชณธัศน์ เหลืองวัฒนะวุฒิ,เศรษฐกิจ,1288,1.53729,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,8,นายไกรศักดิ์ เสาเวียง,ไทยสร้างไทย,570,0.68032,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,9,นายรนภัทร นิธิโชติการ,ไทยก้าวใหม่,526,0.6278,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,10,10,นายดิษยะฤทธิ์ รู้ดี,กล้าธรรม,494,0.58961,90627,65.34643,83784,1415,5428,178,94.68085,FALSE,,
กรุงเทพมหานคร,11,1,นางสาวศศินันท์ ธรรมนิฐินันท์,ประชาชน,36844,40.91096,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,2,นางสาวรัตติกาล แก้วเกิดมี,เพื่อไทย,23498,26.09178,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,3,นายเอกภพ เหลืองประเสริฐ,ภูมิใจไทย,19418,21.56142,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,4,นางสาวรมิดา อินทะแพทย์,ประชาธิปัตย์,3652,4.05512,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,5,นางสาวธนาภา อัครมะหะเวทน์,ประชากรไทย,1067,1.18478,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,6,นายธนธรรม เจิดรังษี,เศรษฐกิจ,928,1.03044,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,7,นายกร สิงห์ธีร์,รวมไทยสร้างชาติ,910,1.01045,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,8,นายพงศกร ตันติพรหม,ไทยภักดี,648,0.71953,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,9,ว่าที่ร้อยตรีเทวิน พิมพ์พันธุ์,อนาคตไทย,599,0.66512,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,11,10,ว่าที่ร้อยโทจักร์ บุนนาค,โอกาสใหม่,556,0.61737,95230,69.34947,90059,1171,4000,185,94.87179,FALSE,,
กรุงเทพมหานคร,12,1,นายภูริวรรธก์ ใจสำราญ,ประชาชน,44824,47.72318,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,2,นางศลิษา สิงหเสนี,ภูมิใจไทย,14631,15.57732,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,3,นายภูร์ผา ไทยแท้,เพื่อไทย,14118,15.03114,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,4,นางพิมชนก เก่าเจริญ,ประชาธิปัตย์,8672,9.2329,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,5,นางสาวนพวรรณ หัวใจมั่น,พลังประชารัฐ,3856,4.1054,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,6,นายธนกฤต ธนิศราพงศ์,รวมไทยสร้างชาติ,1636,1.74182,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,7,นางสาวกรกมล บุญเฉย,เศรษฐกิจ,1595,1.69816,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,8,นางศิริวรรณ พงษ์พานิชย์,ไทยสร้างไทย,1065,1.13388,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,9,นายนนท์ปวิธ แก้วงาม,กล้าธรรม,884,0.94118,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,12,10,นางสาวจิดาภา วิไลวรางกูร,ไทยก้าวใหม่,629,0.66968,100659,70.31813,93925,1483,5251,181,94.7644,FALSE,,
กรุงเทพมหานคร,13,1,เรืออากาศโทธนเดช เพ็งสุข,ประชาชน,39644,49.62323,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,2,นายศุกล กุลสิงห์,ภูมิใจไทย,13459,16.84691,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,3,นายภาณุพงศ์ ลักษณวิศิษฏ์,ประชาธิปัตย์,10173,12.73376,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,4,นายแมน เจริญวัลย์,เพื่อไทย,8969,11.22669,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,5,นายกฤษฎ์ เครือเจริญพร,รวมไทยสร้างชาติ,1690,2.11541,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,6,นางสาวรุ่งนภา ทองประคำ,เศรษฐกิจ,1240,1.55213,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,7,นายฐิติพัฒณ์ จันทร์แก้ว,รักชาติ,1179,1.47578,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,8,นายธัญญะ เมษประสาท,ปวงชนไทย,958,1.19915,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,9,นางสาวทิฆัมพร อัศวสิรินิมิต,ไทยสร้างไทย,716,0.89623,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,13,10,นายดนัย อินทรพยุง,ไทยก้าวใหม่,692,0.86619,85806,65.14916,79890,1185,4731,183,94.81865,FALSE,,
กรุงเทพมหานคร,14,1,นายก่อเกียรติ ก่อสูงศักดิ์,ประชาชน,36911,43.94899,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,2,นางสาวฐิติภัสร์ โชติเดชาชัยนันต์,ภูมิใจไทย,23065,27.46291,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,3,นายพงศกร รัตนเรืองวัฒนา,เพื่อไทย,10136,12.06868,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,4,ร.อ.พิชาญศักดิ์ บุญมาศ,ประชาธิปัตย์,7269,8.65501,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,5,นายปรีชาชัย พิพรรธน์ธนาดุล,รวมไทยสร้างชาติ,1191,1.41809,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,6,นายฐีรทรัพย์ อภิญญาภรณ์,ไทยสร้างไทย,1157,1.37761,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,7,นายธีระยุทธ อรุณพูลทรัพย์,เศรษฐกิจ,1076,1.28117,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,8,นางสาวอาภา กลิ่นหอม,ไทยภักดี,624,0.74298,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,9,นายศรราม สีบุญเรือง,กล้าธรรม,521,0.62034,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
กรุงเทพมหานคร,14,10,นายอริย์ธัช สายสุวรรณ์,รักชาติ,443,0.52747,89044,63.44832,83986,1306,3752,187,94.92386,FALSE,,
