จังหวัด,เขตเลือกตั้งที่,ลำดับคะแนน,พรรคการเมือง,คะแนนเสียง,คะแนนเสียง(ร้อยละ),ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,,,Last Update:
ชัยภูมิ,2,3,ภูมิใจไทย,7591,10.02284,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,2,4,เศรษฐกิจ,4114,5.43196,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,2,5,ใหม่,3623,4.78366,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,2,6,ประชาธิปัตย์,3367,4.44565,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,2,7,เพื่อชาติไทย,2904,3.83432,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,2,8,รวมไทยสร้างชาติ,1559,2.05844,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,2,9,รวมใจไทย,831,1.09722,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,2,10,รวมพลังประชาชน,715,0.94406,83111,62.227,75737,4745,2629,327,94.78261,FALSE,,,
ชัยภูมิ,3,1,ประชาชน,16407,23.96197,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,2,เพื่อไทย,14882,21.73475,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,3,ภูมิใจไทย,12932,18.88683,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,4,ไทยทรัพย์ทวี,4169,6.08871,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,5,เศรษฐกิจ,3523,5.14524,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,6,ประชาธิปัตย์,2824,4.12437,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,7,เพื่อชาติไทย,2330,3.4029,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,8,รวมใจไทย,2297,3.3547,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,9,รวมไทยสร้างชาติ,1302,1.90153,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,3,10,ใหม่,728,1.06322,75689,59.52546,68471,5282,1936,292,94.80519,FALSE,,,
ชัยภูมิ,4,1,เพื่อไทย,12728,25.23294,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,2,ประชาชน,10485,20.78625,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,3,ภูมิใจไทย,8708,17.26339,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,4,รวมใจไทย,2495,4.94627,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,5,เศรษฐกิจ,2476,4.90861,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,6,กล้าธรรม,2208,4.3773,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,7,รวมไทยสร้างชาติ,1609,3.1898,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,8,เพื่อชาติไทย,1495,2.9638,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,9,ไทยทรัพย์ทวี,1162,2.30364,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,4,10,ประชาธิปัตย์,919,1.82189,54592,45.04885,50442,3283,867,176,75.86207,FALSE,,,
ชัยภูมิ,5,1,เพื่อไทย,19955,27.89856,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,2,ประชาชน,14737,20.60341,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,3,ภูมิใจไทย,10075,14.08559,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,4,เพื่อชาติไทย,4353,6.08581,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,5,เศรษฐกิจ,3500,4.89326,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,6,รวมใจไทย,2951,4.12571,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,7,กล้าธรรม,2848,3.98171,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,8,ประชาธิปัตย์,1823,2.54869,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,9,มิติใหม่,1604,2.24251,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,5,10,รวมไทยสร้างชาติ,1273,1.77975,77729,58.84593,71527,4807,1395,254,94.77612,FALSE,,,
ชัยภูมิ,6,1,เพื่อไทย,19957,25.71215,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,2,ประชาชน,19072,24.57194,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,3,ภูมิใจไทย,18105,23.32608,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,4,รวมใจไทย,3880,4.9989,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,5,เศรษฐกิจ,2955,3.80716,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,6,รวมไทยสร้างชาติ,1792,2.30877,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,7,เพื่อชาติไทย,1785,2.29975,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,8,ประชาธิปัตย์,1540,1.9841,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,9,เสรีรวมไทย,616,0.79364,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,6,10,รวมพลังประชาชน,547,0.70474,84625,62.90606,77617,5371,1637,258,94.85294,FALSE,,,
ชัยภูมิ,7,1,เพื่อไทย,25997,36.67593,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,2,ประชาชน,16115,22.73465,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,3,ภูมิใจไทย,5227,7.37412,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,4,กล้าธรรม,4526,6.38517,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,5,เศรษฐกิจ,2942,4.1505,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,6,รวมไทยสร้างชาติ,2461,3.47192,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,7,มิติใหม่,2010,2.83566,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,8,เพื่อชาติไทย,1558,2.19799,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,9,ประชาธิปัตย์,1341,1.89185,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชัยภูมิ,7,10,ไทยทรัพย์ทวี,694,0.97908,76294,60.12657,70883,4141,1270,272,94.77352,FALSE,,,
ชุมพร,1,1,ประชาธิปัตย์,40051,46.01078,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,2,ภูมิใจไทย,23521,27.02103,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,3,ประชาชน,12202,14.01771,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,4,รวมไทยสร้างชาติ,2194,2.52048,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,5,เศรษฐกิจ,1467,1.6853,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,6,เพื่อไทย,1404,1.61292,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,7,ประชาธิปไตยใหม่,958,1.10055,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,8,มิติใหม่,836,0.9604,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,9,ไทยภักดี,713,0.8191,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,1,10,ทางเลือกใหม่,303,0.34809,92241,67.30169,87047,2883,2311,249,94.67681,FALSE,,,
ชุมพร,2,1,ประชาธิปัตย์,47139,48.83808,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,2,ภูมิใจไทย,19066,19.75321,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,3,ประชาชน,14884,15.42048,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,4,รวมไทยสร้างชาติ,2183,2.26168,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,5,เศรษฐกิจ,2153,2.2306,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,6,เพื่อไทย,1890,1.95812,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,7,ประชาธิปไตยใหม่,1149,1.19041,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,8,มิติใหม่,932,0.96559,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,9,รวมใจไทย,574,0.59469,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,2,10,กล้าธรรม,568,0.58847,102297,74.76758,96521,3562,2214,259,94.87179,FALSE,,,
ชุมพร,3,1,ประชาธิปัตย์,45243,51.15325,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,2,ภูมิใจไทย,18202,20.57979,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,3,ประชาชน,12727,14.38957,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,4,เพื่อไทย,1728,1.95373,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,5,เศรษฐกิจ,1670,1.88816,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,6,รวมไทยสร้างชาติ,1158,1.30927,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,7,ประชาธิปไตยใหม่,1090,1.23239,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,8,มิติใหม่,881,0.99609,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,9,รวมใจไทย,742,0.83893,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ชุมพร,3,10,โอกาสใหม่,457,0.5167,93463,68.84682,88446,3062,1955,272,94.77352,FALSE,,,
ตรัง,1,1,ประชาธิปัตย์,50395,57.00276,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,2,ประชาชน,18673,21.12139,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,3,ภูมิใจไทย,8904,10.07149,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,4,รวมไทยสร้างชาติ,1610,1.8211,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,5,เพื่อไทย,1448,1.63786,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,6,ไทยทรัพย์ทวี,1198,1.35508,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,7,เศรษฐกิจ,960,1.08587,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,8,ไทยภักดี,784,0.8868,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,9,ประชาธิปไตยใหม่,776,0.87775,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,1,10,เพื่อชาติไทย,354,0.40042,94078,75.73743,88408,2440,3230,217,94.75983,FALSE,,,
ตรัง,2,1,ประชาธิปัตย์,57478,66.74408,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,2,ประชาชน,10738,12.46908,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,3,ภูมิใจไทย,7424,8.62083,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,4,มิติใหม่,1254,1.45616,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,5,เพื่อไทย,1189,1.38068,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,6,ไทยทรัพย์ทวี,941,1.0927,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,7,เศรษฐกิจ,924,1.07296,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,8,ประชาธิปไตยใหม่,896,1.04044,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,9,รวมไทยสร้างชาติ,817,0.94871,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,2,10,เพื่อชาติไทย,485,0.56319,90925,68.62937,86117,2790,2018,260,94.89051,FALSE,,,
ตรัง,3,1,ประชาธิปัตย์,58320,68.84503,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,2,ประชาชน,12483,14.73581,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,3,ภูมิใจไทย,4775,5.63675,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,4,เพื่อชาติไทย,1423,1.67981,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,5,เพื่อไทย,1004,1.18519,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,6,ประชาธิปไตยใหม่,818,0.96562,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,7,รวมใจไทย,784,0.92549,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,8,เศรษฐกิจ,771,0.91014,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,9,รวมไทยสร้างชาติ,544,0.64218,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,3,10,สังคมประชาธิปไตยไทย,302,0.3565,89672,71.54186,84712,2650,2310,214,94.69027,FALSE,,,
ตรัง,4,1,ประชาธิปัตย์,58078,64.65251,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,2,ประชาชน,15089,16.7971,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,3,ภูมิใจไทย,5905,6.57345,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,4,เพื่อชาติไทย,1582,1.76108,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,5,ไทยทรัพย์ทวี,1335,1.48612,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,6,เพื่อไทย,1301,1.44828,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,7,เศรษฐกิจ,949,1.05643,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,8,ประชาธิปไตยใหม่,889,0.98964,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,9,รวมไทยสร้างชาติ,875,0.97405,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตรัง,4,10,ไทยภักดี,340,0.37849,94639,73.7305,89831,2747,2061,203,94.85981,FALSE,,,
ตราด,1,1,ภูมิใจไทย,32024,30.91508,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,2,ประชาชน,26367,25.45397,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,3,ประชาธิปัตย์,12612,12.17527,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,4,เศรษฐกิจ,7516,7.25574,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,5,เพื่อไทย,6134,5.92159,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,6,รวมไทยสร้างชาติ,3087,2.9801,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,7,ไทยทรัพย์ทวี,3076,2.96948,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,8,เพื่อชาติไทย,1290,1.24533,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,9,กล้าธรรม,1224,1.18162,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตราด,1,10,ประชาธิปไตยใหม่,1066,1.02909,113099,63.92663,103587,5726,3786,329,94.81268,FALSE,,,
ตาก,1,1,ประชาชน,24122,28.87825,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,2,ภูมิใจไทย,15604,18.68071,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,3,เพื่อไทย,11764,14.08356,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,4,ประชาธิปัตย์,11180,13.38441,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,5,เศรษฐกิจ,3447,4.12666,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,6,ไทยทรัพย์ทวี,3049,3.65019,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,7,รวมไทยสร้างชาติ,1941,2.32372,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,8,ใหม่,1585,1.89752,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,9,เพื่อชาติไทย,1367,1.63654,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,1,10,รวมใจไทย,1294,1.54914,93104,61.81507,83530,5771,3803,260,94.89051,FALSE,,,
ตาก,2,1,ประชาชน,27873,37.13182,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,2,ประชาธิปัตย์,13680,18.22421,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,3,เพื่อไทย,7279,9.69693,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,4,ภูมิใจไทย,6047,8.05569,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,5,เพื่อชาติไทย,3702,4.93173,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,6,เศรษฐกิจ,2386,3.17858,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,7,ใหม่,2035,2.71098,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,8,กล้าธรรม,1578,2.10218,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,9,รวมไทยสร้างชาติ,1141,1.52002,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,2,10,รวมใจไทย,1070,1.42543,85034,65.50298,75065,5630,4339,191,94.55446,FALSE,,,
ตาก,3,1,ประชาชน,20622,26.24632,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,2,เพื่อไทย,9564,12.17243,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,3,ประชาธิปัตย์,8802,11.20261,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,4,ภูมิใจไทย,7805,9.93369,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,5,รวมไทยสร้างชาติ,5560,7.0764,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,6,เพื่อชาติไทย,3871,4.92675,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,7,กล้าธรรม,3615,4.60093,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,8,รวมใจไทย,3086,3.92766,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,9,เศรษฐกิจ,3013,3.83475,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
ตาก,3,10,พลวัต,941,1.19764,86939,64.45655,78571,6310,2058,222,94.87179,FALSE,,,
นครนายก,1,1,ประชาชน,19174,28.63073,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,2,ภูมิใจไทย,14132,21.10199,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,3,เพื่อไทย,6685,9.98208,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,4,ประชาธิปัตย์,5404,8.06928,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,5,เพื่อชาติไทย,3935,5.87577,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,6,เศรษฐกิจ,3537,5.28147,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,7,รวมไทยสร้างชาติ,2343,3.49858,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,8,กล้าธรรม,2075,3.0984,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,9,ไทยทรัพย์ทวี,2025,3.02374,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,1,10,รวมใจไทย,713,1.06466,74049,71.16401,66970,4249,2830,199,94.7619,FALSE,,,
นครนายก,2,1,ประชาชน,21893,29.63158,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,2,ภูมิใจไทย,15479,20.95041,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,3,เพื่อไทย,8108,10.97396,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,4,ประชาธิปัตย์,6206,8.39965,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,5,รวมไทยสร้างชาติ,4761,6.44389,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,6,เศรษฐกิจ,3546,4.79942,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,7,มิติใหม่,2177,2.94651,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,8,เพื่อชาติไทย,1536,2.07893,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,9,กล้าธรรม,1251,1.69319,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครนายก,2,10,รวมใจไทย,893,1.20865,81538,74.84327,73884,4718,2936,242,94.90196,FALSE,,,
นครปฐม,1,1,ประชาชน,33466,38.96424,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,2,ภูมิใจไทย,20946,24.38729,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,3,เพื่อไทย,7742,9.01396,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,4,ประชาธิปัตย์,5653,6.58175,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,5,เศรษฐกิจ,3206,3.73272,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,6,รวมไทยสร้างชาติ,2823,3.2868,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,7,ประชาธิปไตยใหม่,2811,3.27283,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,8,เพื่อชาติไทย,1040,1.21087,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,9,ไทยภักดี,817,0.95123,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,1,10,เสรีรวมไทย,784,0.91281,93617,72.1624,85889,3866,3862,206,94.93088,FALSE,,,
นครปฐม,2,1,ประชาชน,33107,41.42673,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,2,ภูมิใจไทย,13825,17.2992,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,3,เพื่อไทย,6740,8.43375,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,4,ประชาธิปัตย์,6098,7.63042,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,5,รวมไทยสร้างชาติ,3017,3.77517,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,6,เศรษฐกิจ,2885,3.61,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,7,ใหม่,2567,3.21208,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,8,กล้าธรรม,2382,2.98059,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,9,เพื่อชาติไทย,1174,1.46902,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,2,10,ไทยภักดี,1104,1.38143,88179,72.91438,79917,3935,4327,198,94.73684,FALSE,,,
นครปฐม,3,1,ประชาชน,28665,35.82185,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,2,ภูมิใจไทย,18080,22.59407,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,3,เพื่อไทย,9265,11.57821,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,4,รวมไทยสร้างชาติ,4946,6.18088,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,5,ประชาธิปัตย์,4746,5.93094,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,6,เศรษฐกิจ,3220,4.02394,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,7,เพื่อชาติไทย,1366,1.70705,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,8,เสรีรวมไทย,688,0.85977,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,9,รวมพลังประชาชน,687,0.85852,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,3,10,รวมใจไทย,664,0.82978,88261,73.95016,80021,4400,3840,221,94.84979,FALSE,,,
นครปฐม,4,1,ประชาชน,30740,34.25566,97652,75.83384,89737,4788,3127,237,94.8,FALSE,,,
นครปฐม,4,2,ภูมิใจไทย,21002,23.40395,97652,75.83384,89737,4788,3127,237,94.8,FALSE,,,
นครปฐม,4,3,เพื่อไทย,9967,11.1069,97652,75.83384,89737,4788,3127,237,94.8,FALSE,,,
นครปฐม,4,4,ประชาธิปัตย์,4883,5.44146,97652,75.83384,89737,4788,3127,237,94.8,FALSE,,,
นครปฐม,4,5,เศรษฐกิจ,3496,3.89583,97652,75.83384,89737,4788,3127,237,94.8,FALSE,,,
