จังหวัด,เขตเลือกตั้งที่,ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,เห็นชอบ,ไม่เห็นชอบ,ไม่แสดงความคิดเห็น,ร้อยละเห็นชอบ,ร้อยละไม่เห็นชอบ,ร้อยละไม่แสดงความคิดเห็น,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,,Last Update:
เพชรบูรณ์,6,82016,60.62057,79263,2753,46505,24265,8493,58.67176,30.61327,10.71496,278,88.53503,FALSE,,
เลย,1,85249,67.81779,83076,2173,51482,24224,7370,61.96976,29.15884,8.87139,214,94.69027,FALSE,,
เลย,2,75070,56.4538,72558,2512,43513,21798,7247,59.96996,30.04217,9.98787,255,94.79554,FALSE,,
เลย,3,81771,65.12452,79465,2306,46503,24734,8228,58.5201,31.12565,10.35424,276,94.84536,FALSE,,
เลย,4,77451,62.51544,75253,2198,47256,21201,6796,62.79617,28.17296,9.03087,243,94.92188,FALSE,,
แพร่,1,83996,68.78434,82253,1743,56322,20650,5281,68.4741,25.10547,6.42043,242,94.90196,FALSE,,
แพร่,2,76674,65.92607,74424,2250,48503,20800,5121,65.17118,27.94797,6.88084,263,94.94585,FALSE,,
แพร่,3,71748,58.93931,69688,2060,45230,18608,5850,64.90357,26.70187,8.39456,247,94.63602,FALSE,,
แม่ฮ่องสอน,1,60433,67.78192,58955,1478,38851,15027,5077,65.89941,25.48893,8.61165,229,94.6281,FALSE,,
แม่ฮ่องสอน,2,65597,68.32024,63379,2218,41715,16983,4681,65.81833,26.79594,7.38573,216,94.73684,FALSE,,
